case_id,model_id,family,phase,difficulty_id,difficulty_label,output_shape_count,score_cov,score_geom,score_sem,score_global
phyllotaxis_disc_level_1,gemini-3.1-pro-preview,Phyllotaxis Disc,4,1,Level 1 (Scale 21),22,100.0,100.0,100.0,100.0
phyllotaxis_disc_level_2,gemini-3.1-pro-preview,Phyllotaxis Disc,4,2,Level 2 (Scale 55),56,100.0,100.0,100.0,100.0
phyllotaxis_disc_level_3,gemini-3.1-pro-preview,Phyllotaxis Disc,4,3,Level 3 (Scale 89),90,100.0,100.0,100.0,100.0
compound_eye_level_1,gemini-3.1-pro-preview,Compound Eye,4,1,Level 1 (Scale 2),60,100.0,82.0,100.0,95.0
compound_eye_level_2,gemini-3.1-pro-preview,Compound Eye,4,2,Level 2 (Scale 3),114,100.0,82.0,100.0,95.0
compound_eye_level_3,gemini-3.1-pro-preview,Compound Eye,4,3,Level 3 (Scale 4),183,98.0,80.0,83.0,85.0
diatom_frustule_level_1,gemini-3.1-pro-preview,Diatom Frustule,4,1,Level 1 (Scale 4),70,97.0,79.0,88.0,87.0
diatom_frustule_level_2,gemini-3.1-pro-preview,Diatom Frustule,4,2,Level 2 (Scale 7),118,98.0,81.0,89.0,88.0
diatom_frustule_level_3,gemini-3.1-pro-preview,Diatom Frustule,4,3,Level 3 (Scale 10),166,99.0,86.0,90.0,91.0
honeycomb_lattice_level_1,gemini-3.1-pro-preview,Honeycomb Lattice,4,1,Level 1 (Scale 1),41,100.0,63.0,100.0,89.0
honeycomb_lattice_level_2,gemini-3.1-pro-preview,Honeycomb Lattice,4,2,Level 2 (Scale 2),59,55.0,55.0,41.0,48.0
honeycomb_lattice_level_3,gemini-3.1-pro-preview,Honeycomb Lattice,4,3,Level 3 (Scale 3),153,73.0,70.0,54.0,54.0
armillary_sphere_level_1,gemini-3.1-pro-preview,Armillary Sphere,3,1,Level 1 (Scale 2),20,100.0,100.0,100.0,100.0
armillary_sphere_level_2,gemini-3.1-pro-preview,Armillary Sphere,3,2,Level 2 (Scale 3),36,100.0,100.0,100.0,100.0
armillary_sphere_level_3,gemini-3.1-pro-preview,Armillary Sphere,3,3,Level 3 (Scale 4),52,100.0,100.0,100.0,100.0
vertebral_column_level_1,gemini-3.1-pro-preview,Vertebral Column,4,1,Level 1 (Scale 7),40,100.0,55.0,73.0,73.0
vertebral_column_level_2,gemini-3.1-pro-preview,Vertebral Column,4,2,Level 2 (Scale 12),70,100.0,45.0,73.0,70.0
vertebral_column_level_3,gemini-3.1-pro-preview,Vertebral Column,4,3,Level 3 (Scale 19),112,100.0,76.0,74.0,80.0
flanged_pipe_joint_level_1,gemini-3.1-pro-preview,Flanged Pipe Joint,1,1,Level 1 (Scale 4),12,100.0,84.0,89.0,87.0
flanged_pipe_joint_level_2,gemini-3.1-pro-preview,Flanged Pipe Joint,1,2,Level 2 (Scale 8),20,100.0,76.0,95.0,88.0
flanged_pipe_joint_level_3,gemini-3.1-pro-preview,Flanged Pipe Joint,1,3,Level 3 (Scale 16),36,100.0,79.0,99.0,91.0
ball_bearing_assembly_level_1,gemini-3.1-pro-preview,Ball Bearing Assembly,2,1,Level 1 (Scale 6),8,100.0,100.0,100.0,100.0
ball_bearing_assembly_level_2,gemini-3.1-pro-preview,Ball Bearing Assembly,2,2,Level 2 (Scale 12),14,100.0,100.0,100.0,100.0
ball_bearing_assembly_level_3,gemini-3.1-pro-preview,Ball Bearing Assembly,2,3,Level 3 (Scale 20),22,100.0,100.0,100.0,100.0
clock_tower_mechanism_level_1,gemini-3.1-pro-preview,Clock Tower Mechanism,3,1,Level 1 (Scale 4),12,100.0,96.0,100.0,98.0
clock_tower_mechanism_level_2,gemini-3.1-pro-preview,Clock Tower Mechanism,3,2,Level 2 (Scale 12),20,100.0,56.0,60.0,59.0
clock_tower_mechanism_level_3,gemini-3.1-pro-preview,Clock Tower Mechanism,3,3,Level 3 (Scale 24),32,100.0,50.0,60.0,57.0
gantry_crane_assembly_level_1,gemini-3.1-pro-preview,Gantry Crane Assembly,3,1,Level 1 (Scale 2),17,100.0,62.0,63.0,63.0
gantry_crane_assembly_level_2,gemini-3.1-pro-preview,Gantry Crane Assembly,3,2,Level 2 (Scale 4),25,100.0,84.0,100.0,94.0
gantry_crane_assembly_level_3,gemini-3.1-pro-preview,Gantry Crane Assembly,3,3,Level 3 (Scale 6),33,100.0,99.0,100.0,100.0
cochlear_spiral_level_1,gemini-3.1-pro-preview,Cochlear Spiral,4,1,Level 1 (Scale 12),28,100.0,98.0,100.0,99.0
cochlear_spiral_level_2,gemini-3.1-pro-preview,Cochlear Spiral,4,2,Level 2 (Scale 24),52,100.0,99.0,100.0,100.0
cochlear_spiral_level_3,gemini-3.1-pro-preview,Cochlear Spiral,4,3,Level 3 (Scale 36),76,100.0,99.0,100.0,100.0
radiolarian_skeleton_level_1,gemini-3.1-pro-preview,Radiolarian Skeleton,4,1,Level 1 (Scale 1),13,24.0,23.0,5.0,8.0
radiolarian_skeleton_level_2,gemini-3.1-pro-preview,Radiolarian Skeleton,4,2,Level 2 (Scale 2),0,0.0,0.0,0.0,0.0
radiolarian_skeleton_level_3,gemini-3.1-pro-preview,Radiolarian Skeleton,4,3,Level 3 (Scale 3),5,1.0,0.0,0.0,0.0
spiral_staircase_level_1,gpt-4.1,Spiral Staircase,1,1,Level 1 (Scale 10),11,100.0,43.0,43.0,54.0
spiral_staircase_level_2,gpt-4.1,Spiral Staircase,1,2,Level 2 (Scale 24),24,96.0,92.0,71.0,82.0
spiral_staircase_level_3,gpt-4.1,Spiral Staircase,1,3,Level 3 (Scale 50),50,98.0,91.0,71.0,82.0
cannonball_pyramid_level_1,gpt-4.1,Cannonball Pyramid,1,1,Level 1 (Scale 3),10,100.0,96.0,100.0,99.0
cannonball_pyramid_level_2,gpt-4.1,Cannonball Pyramid,1,2,Level 2 (Scale 4),20,100.0,96.0,100.0,99.0
cannonball_pyramid_level_3,gpt-4.1,Cannonball Pyramid,1,3,Level 3 (Scale 5),35,100.0,96.0,100.0,99.0
voxel_grid_level_1,gpt-4.1,Voxel Grid,1,1,Level 1 (Scale 2),8,100.0,100.0,100.0,100.0
voxel_grid_level_2,gpt-4.1,Voxel Grid,1,2,Level 2 (Scale 3),27,100.0,100.0,100.0,100.0
voxel_grid_level_3,gpt-4.1,Voxel Grid,1,3,Level 3 (Scale 4),64,100.0,100.0,100.0,100.0
domino_ring_level_1,gpt-4.1,Domino Ring,1,1,Level 1 (Scale 5),10,67.0,59.0,42.0,52.0
domino_ring_level_2,gpt-4.1,Domino Ring,1,2,Level 2 (Scale 10),20,67.0,52.0,42.0,50.0
domino_ring_level_3,gpt-4.1,Domino Ring,1,3,Level 3 (Scale 20),60,100.0,65.0,80.0,80.0
dna_helix_level_1,gpt-4.1,DNA Helix,1,1,Level 1 (Scale 5),15,100.0,100.0,100.0,100.0
dna_helix_level_2,gpt-4.1,DNA Helix,1,2,Level 2 (Scale 10),30,100.0,100.0,100.0,100.0
dna_helix_level_3,gpt-4.1,DNA Helix,1,3,Level 3 (Scale 20),60,100.0,100.0,100.0,100.0
suspension_bridge_level_1,gpt-4.1,Suspension Bridge,2,1,Level 1 (Scale 5),13,100.0,98.0,100.0,99.0
suspension_bridge_level_2,gpt-4.1,Suspension Bridge,2,2,Level 2 (Scale 10),25,100.0,98.0,100.0,99.0
suspension_bridge_level_3,gpt-4.1,Suspension Bridge,2,3,Level 3 (Scale 20),43,100.0,93.0,100.0,98.0
planetary_array_level_1,gpt-4.1,Planetary Array,2,1,Level 1 (Scale 6),7,100.0,100.0,100.0,100.0
planetary_array_level_2,gpt-4.1,Planetary Array,2,2,Level 2 (Scale 12),13,100.0,100.0,100.0,100.0
planetary_array_level_3,gpt-4.1,Planetary Array,2,3,Level 3 (Scale 18),19,100.0,87.0,96.0,94.0
cross_braced_truss_level_1,gpt-4.1,Cross-Braced Truss,2,1,Level 1 (Scale 2),24,100.0,96.0,100.0,99.0
cross_braced_truss_level_2,gpt-4.1,Cross-Braced Truss,2,2,Level 2 (Scale 4),48,100.0,100.0,100.0,100.0
cross_braced_truss_level_3,gpt-4.1,Cross-Braced Truss,2,3,Level 3 (Scale 8),96,100.0,100.0,100.0,100.0
fractal_y_tree_level_1,gpt-4.1,Fractal Y-Tree,2,1,Level 1 (Scale 2),7,100.0,76.0,100.0,93.0
fractal_y_tree_level_2,gpt-4.1,Fractal Y-Tree,2,2,Level 2 (Scale 3),15,100.0,66.0,98.0,89.0
fractal_y_tree_level_3,gpt-4.1,Fractal Y-Tree,2,3,Level 3 (Scale 4),31,100.0,62.0,98.0,88.0
bcc_lattice_level_1,gpt-4.1,BCC Lattice,2,1,Level 1 (Scale 2),99,100.0,100.0,100.0,100.0
bcc_lattice_level_2,gpt-4.1,BCC Lattice,2,2,Level 2 (Scale 3),295,96.0,67.0,93.0,86.0
bcc_lattice_level_3,gpt-4.1,BCC Lattice,2,3,Level 3 (Scale 4),249,36.0,33.0,17.0,26.0
furniture_assembly_level_1,gpt-4.1,Furniture Assembly,3,1,Level 1 (Scale 2),1,16.0,3.0,0.0,4.0
furniture_assembly_level_2,gpt-4.1,Furniture Assembly,3,2,Level 2 (Scale 3),1,11.0,2.0,0.0,3.0
furniture_assembly_level_3,gpt-4.1,Furniture Assembly,3,3,Level 3 (Scale 4),1,9.0,4.0,0.0,3.0
pipe_manifold_level_1,gpt-4.1,Pipe Manifold,3,1,Level 1 (Scale 2),12,100.0,57.0,100.0,87.0
pipe_manifold_level_2,gpt-4.1,Pipe Manifold,3,2,Level 2 (Scale 3),0,0.0,0.0,0.0,0.0
pipe_manifold_level_3,gpt-4.1,Pipe Manifold,3,3,Level 3 (Scale 5),6,20.0,8.0,0.0,6.0
axle_bearing_level_1,gpt-4.1,Axle Bearing,3,1,Level 1 (Scale 1),3,60.0,23.0,22.0,30.0
axle_bearing_level_2,gpt-4.1,Axle Bearing,3,2,Level 2 (Scale 2),5,100.0,39.0,90.0,77.0
axle_bearing_level_3,gpt-4.1,Axle Bearing,3,3,Level 3 (Scale 3),5,100.0,36.0,90.0,76.0
phyllotaxis_disc_level_1,gpt-4.1,Phyllotaxis Disc,4,1,Level 1 (Scale 21),22,100.0,65.0,80.0,80.0
phyllotaxis_disc_level_2,gpt-4.1,Phyllotaxis Disc,4,2,Level 2 (Scale 55),56,100.0,73.0,76.0,80.0
phyllotaxis_disc_level_3,gpt-4.1,Phyllotaxis Disc,4,3,Level 3 (Scale 89),90,100.0,67.0,72.0,76.0
compound_eye_level_1,gpt-4.1,Compound Eye,4,1,Level 1 (Scale 2),36,60.0,43.0,40.0,45.0
compound_eye_level_2,gpt-4.1,Compound Eye,4,2,Level 2 (Scale 3),37,32.0,21.0,11.0,18.0
compound_eye_level_3,gpt-4.1,Compound Eye,4,3,Level 3 (Scale 4),63,34.0,21.0,12.0,19.0
diatom_frustule_level_1,gpt-4.1,Diatom Frustule,4,1,Level 1 (Scale 4),72,100.0,82.0,100.0,95.0
diatom_frustule_level_2,gpt-4.1,Diatom Frustule,4,2,Level 2 (Scale 7),112,93.0,59.0,89.0,81.0
diatom_frustule_level_3,gpt-4.1,Diatom Frustule,4,3,Level 3 (Scale 10),168,100.0,68.0,100.0,90.0
honeycomb_lattice_level_1,gpt-4.1,Honeycomb Lattice,4,1,Level 1 (Scale 1),34,83.0,58.0,75.0,72.0
honeycomb_lattice_level_2,gpt-4.1,Honeycomb Lattice,4,2,Level 2 (Scale 2),107,100.0,61.0,100.0,88.0
honeycomb_lattice_level_3,gpt-4.1,Honeycomb Lattice,4,3,Level 3 (Scale 3),167,80.0,43.0,68.0,63.0
armillary_sphere_level_1,gpt-4.1,Armillary Sphere,3,1,Level 1 (Scale 2),20,100.0,76.0,100.0,93.0
armillary_sphere_level_2,gpt-4.1,Armillary Sphere,3,2,Level 2 (Scale 3),36,100.0,67.0,100.0,90.0
armillary_sphere_level_3,gpt-4.1,Armillary Sphere,3,3,Level 3 (Scale 4),52,100.0,83.0,100.0,95.0
vertebral_column_level_1,gpt-4.1,Vertebral Column,4,1,Level 1 (Scale 7),33,82.0,75.0,67.0,72.0
vertebral_column_level_2,gpt-4.1,Vertebral Column,4,2,Level 2 (Scale 12),58,83.0,56.0,67.0,67.0
vertebral_column_level_3,gpt-4.1,Vertebral Column,4,3,Level 3 (Scale 19),93,83.0,52.0,60.0,62.0
flanged_pipe_joint_level_1,gpt-4.1,Flanged Pipe Joint,1,1,Level 1 (Scale 4),8,67.0,47.0,35.0,35.0
flanged_pipe_joint_level_2,gpt-4.1,Flanged Pipe Joint,1,2,Level 2 (Scale 8),20,100.0,60.0,93.0,80.0
flanged_pipe_joint_level_3,gpt-4.1,Flanged Pipe Joint,1,3,Level 3 (Scale 16),46,100.0,36.0,67.0,56.0
ball_bearing_assembly_level_1,gpt-4.1,Ball Bearing Assembly,2,1,Level 1 (Scale 6),8,100.0,100.0,100.0,100.0
ball_bearing_assembly_level_2,gpt-4.1,Ball Bearing Assembly,2,2,Level 2 (Scale 12),14,100.0,100.0,100.0,100.0
ball_bearing_assembly_level_3,gpt-4.1,Ball Bearing Assembly,2,3,Level 3 (Scale 20),22,100.0,100.0,100.0,100.0
clock_tower_mechanism_level_1,gpt-4.1,Clock Tower Mechanism,3,1,Level 1 (Scale 4),10,83.0,77.0,67.0,67.0
clock_tower_mechanism_level_2,gpt-4.1,Clock Tower Mechanism,3,2,Level 2 (Scale 12),18,90.0,86.0,79.0,79.0
clock_tower_mechanism_level_3,gpt-4.1,Clock Tower Mechanism,3,3,Level 3 (Scale 24),30,94.0,91.0,87.0,87.0
gantry_crane_assembly_level_1,gpt-4.1,Gantry Crane Assembly,3,1,Level 1 (Scale 2),20,100.0,89.0,84.0,86.0
gantry_crane_assembly_level_2,gpt-4.1,Gantry Crane Assembly,3,2,Level 2 (Scale 4),24,96.0,52.0,81.0,69.0
gantry_crane_assembly_level_3,gpt-4.1,Gantry Crane Assembly,3,3,Level 3 (Scale 6),19,58.0,51.0,26.0,30.0
cochlear_spiral_level_1,gpt-4.1,Cochlear Spiral,4,1,Level 1 (Scale 12),27,96.0,61.0,92.0,79.0
cochlear_spiral_level_2,gpt-4.1,Cochlear Spiral,4,2,Level 2 (Scale 24),52,100.0,60.0,100.0,85.0
cochlear_spiral_level_3,gpt-4.1,Cochlear Spiral,4,3,Level 3 (Scale 36),76,100.0,59.0,100.0,84.0
radiolarian_skeleton_level_1,gpt-4.1,Radiolarian Skeleton,4,1,Level 1 (Scale 1),13,24.0,14.0,2.0,4.0
radiolarian_skeleton_level_2,gpt-4.1,Radiolarian Skeleton,4,2,Level 2 (Scale 2),163,80.0,47.0,60.0,52.0
radiolarian_skeleton_level_3,gpt-4.1,Radiolarian Skeleton,4,3,Level 3 (Scale 3),206,26.0,17.0,4.0,7.0
spiral_staircase_level_1,gpt-5.4-mini,Spiral Staircase,1,1,Level 1 (Scale 10),11,100.0,87.0,98.0,95.0
spiral_staircase_level_2,gpt-5.4-mini,Spiral Staircase,1,2,Level 2 (Scale 24),25,100.0,94.0,99.0,98.0
spiral_staircase_level_3,gpt-5.4-mini,Spiral Staircase,1,3,Level 3 (Scale 50),51,100.0,97.0,100.0,99.0
cannonball_pyramid_level_1,gpt-5.4-mini,Cannonball Pyramid,1,1,Level 1 (Scale 3),10,100.0,84.0,100.0,95.0
cannonball_pyramid_level_2,gpt-5.4-mini,Cannonball Pyramid,1,2,Level 2 (Scale 4),20,100.0,81.0,100.0,94.0
cannonball_pyramid_level_3,gpt-5.4-mini,Cannonball Pyramid,1,3,Level 3 (Scale 5),35,100.0,81.0,97.0,93.0
voxel_grid_level_1,gpt-5.4-mini,Voxel Grid,1,1,Level 1 (Scale 2),8,100.0,100.0,100.0,100.0
voxel_grid_level_2,gpt-5.4-mini,Voxel Grid,1,2,Level 2 (Scale 3),27,100.0,100.0,100.0,100.0
voxel_grid_level_3,gpt-5.4-mini,Voxel Grid,1,3,Level 3 (Scale 4),64,100.0,100.0,100.0,100.0
domino_ring_level_1,gpt-5.4-mini,Domino Ring,1,1,Level 1 (Scale 5),15,100.0,91.0,99.0,97.0
domino_ring_level_2,gpt-5.4-mini,Domino Ring,1,2,Level 2 (Scale 10),30,100.0,65.0,97.0,88.0
domino_ring_level_3,gpt-5.4-mini,Domino Ring,1,3,Level 3 (Scale 20),96,91.0,82.0,83.0,84.0
dna_helix_level_1,gpt-5.4-mini,DNA Helix,1,1,Level 1 (Scale 5),15,100.0,100.0,100.0,100.0
dna_helix_level_2,gpt-5.4-mini,DNA Helix,1,2,Level 2 (Scale 10),30,100.0,100.0,100.0,100.0
dna_helix_level_3,gpt-5.4-mini,DNA Helix,1,3,Level 3 (Scale 20),60,100.0,100.0,100.0,100.0
suspension_bridge_level_1,gpt-5.4-mini,Suspension Bridge,2,1,Level 1 (Scale 5),11,85.0,84.0,79.0,82.0
suspension_bridge_level_2,gpt-5.4-mini,Suspension Bridge,2,2,Level 2 (Scale 10),23,100.0,89.0,100.0,97.0
suspension_bridge_level_3,gpt-5.4-mini,Suspension Bridge,2,3,Level 3 (Scale 20),43,100.0,100.0,100.0,100.0
planetary_array_level_1,gpt-5.4-mini,Planetary Array,2,1,Level 1 (Scale 6),7,100.0,100.0,100.0,100.0
planetary_array_level_2,gpt-5.4-mini,Planetary Array,2,2,Level 2 (Scale 12),13,100.0,100.0,100.0,100.0
planetary_array_level_3,gpt-5.4-mini,Planetary Array,2,3,Level 3 (Scale 18),19,100.0,98.0,98.0,98.0
cross_braced_truss_level_1,gpt-5.4-mini,Cross-Braced Truss,2,1,Level 1 (Scale 2),24,100.0,100.0,100.0,100.0
cross_braced_truss_level_2,gpt-5.4-mini,Cross-Braced Truss,2,2,Level 2 (Scale 4),48,100.0,81.0,100.0,94.0
cross_braced_truss_level_3,gpt-5.4-mini,Cross-Braced Truss,2,3,Level 3 (Scale 8),96,100.0,100.0,100.0,100.0
fractal_y_tree_level_1,gpt-5.4-mini,Fractal Y-Tree,2,1,Level 1 (Scale 2),7,100.0,72.0,94.0,89.0
fractal_y_tree_level_2,gpt-5.4-mini,Fractal Y-Tree,2,2,Level 2 (Scale 3),15,100.0,55.0,93.0,83.0
fractal_y_tree_level_3,gpt-5.4-mini,Fractal Y-Tree,2,3,Level 3 (Scale 4),31,100.0,51.0,92.0,81.0
bcc_lattice_level_1,gpt-5.4-mini,BCC Lattice,2,1,Level 1 (Scale 2),91,92.0,92.0,85.0,88.0
bcc_lattice_level_2,gpt-5.4-mini,BCC Lattice,2,2,Level 2 (Scale 3),307,100.0,100.0,100.0,100.0
bcc_lattice_level_3,gpt-5.4-mini,BCC Lattice,2,3,Level 3 (Scale 4),701,100.0,72.0,100.0,92.0
furniture_assembly_level_1,gpt-5.4-mini,Furniture Assembly,3,1,Level 1 (Scale 2),5,100.0,21.0,100.0,76.0
furniture_assembly_level_2,gpt-5.4-mini,Furniture Assembly,3,2,Level 2 (Scale 3),7,100.0,21.0,100.0,76.0
furniture_assembly_level_3,gpt-5.4-mini,Furniture Assembly,3,3,Level 3 (Scale 4),9,100.0,21.0,97.0,75.0
pipe_manifold_level_1,gpt-5.4-mini,Pipe Manifold,3,1,Level 1 (Scale 2),4,33.0,20.0,1.0,13.0
pipe_manifold_level_2,gpt-5.4-mini,Pipe Manifold,3,2,Level 2 (Scale 3),9,56.0,39.0,12.0,29.0
pipe_manifold_level_3,gpt-5.4-mini,Pipe Manifold,3,3,Level 3 (Scale 5),7,29.0,22.0,0.0,12.0
axle_bearing_level_1,gpt-5.4-mini,Axle Bearing,3,1,Level 1 (Scale 1),3,60.0,23.0,22.0,30.0
axle_bearing_level_2,gpt-5.4-mini,Axle Bearing,3,2,Level 2 (Scale 2),3,60.0,30.0,33.0,38.0
axle_bearing_level_3,gpt-5.4-mini,Axle Bearing,3,3,Level 3 (Scale 3),3,60.0,24.0,22.0,30.0
phyllotaxis_disc_level_1,gpt-5.4-mini,Phyllotaxis Disc,4,1,Level 1 (Scale 21),22,100.0,68.0,74.0,77.0
phyllotaxis_disc_level_2,gpt-5.4-mini,Phyllotaxis Disc,4,2,Level 2 (Scale 55),56,100.0,80.0,87.0,88.0
phyllotaxis_disc_level_3,gpt-5.4-mini,Phyllotaxis Disc,4,3,Level 3 (Scale 89),90,100.0,73.0,74.0,79.0
compound_eye_level_1,gpt-5.4-mini,Compound Eye,4,1,Level 1 (Scale 2),22,37.0,25.0,13.0,21.0
compound_eye_level_2,gpt-5.4-mini,Compound Eye,4,2,Level 2 (Scale 3),77,68.0,42.0,44.0,48.0
compound_eye_level_3,gpt-5.4-mini,Compound Eye,4,3,Level 3 (Scale 4),123,66.0,40.0,40.0,45.0
diatom_frustule_level_1,gpt-5.4-mini,Diatom Frustule,4,1,Level 1 (Scale 4),72,100.0,82.0,100.0,95.0
diatom_frustule_level_2,gpt-5.4-mini,Diatom Frustule,4,2,Level 2 (Scale 7),96,80.0,64.0,69.0,70.0
diatom_frustule_level_3,gpt-5.4-mini,Diatom Frustule,4,3,Level 3 (Scale 10),116,69.0,58.0,54.0,58.0
honeycomb_lattice_level_1,gpt-5.4-mini,Honeycomb Lattice,4,1,Level 1 (Scale 1),41,100.0,59.0,100.0,88.0
honeycomb_lattice_level_2,gpt-5.4-mini,Honeycomb Lattice,4,2,Level 2 (Scale 2),59,55.0,24.0,30.0,33.0
honeycomb_lattice_level_3,gpt-5.4-mini,Honeycomb Lattice,4,3,Level 3 (Scale 3),158,76.0,17.0,30.0,35.0
armillary_sphere_level_1,gpt-5.4-mini,Armillary Sphere,3,1,Level 1 (Scale 2),20,100.0,76.0,100.0,93.0
armillary_sphere_level_2,gpt-5.4-mini,Armillary Sphere,3,2,Level 2 (Scale 3),12,33.0,33.0,13.0,23.0
armillary_sphere_level_3,gpt-5.4-mini,Armillary Sphere,3,3,Level 3 (Scale 4),40,77.0,55.0,64.0,64.0
vertebral_column_level_1,gpt-5.4-mini,Vertebral Column,4,1,Level 1 (Scale 7),33,82.0,40.0,43.0,50.0
vertebral_column_level_2,gpt-5.4-mini,Vertebral Column,4,2,Level 2 (Scale 12),68,97.0,46.0,76.0,71.0
vertebral_column_level_3,gpt-5.4-mini,Vertebral Column,4,3,Level 3 (Scale 19),121,100.0,43.0,69.0,67.0
flanged_pipe_joint_level_1,gpt-5.4-mini,Flanged Pipe Joint,1,1,Level 1 (Scale 4),12,100.0,76.0,100.0,91.0
flanged_pipe_joint_level_2,gpt-5.4-mini,Flanged Pipe Joint,1,2,Level 2 (Scale 8),20,100.0,60.0,93.0,80.0
flanged_pipe_joint_level_3,gpt-5.4-mini,Flanged Pipe Joint,1,3,Level 3 (Scale 16),36,100.0,74.0,100.0,90.0
ball_bearing_assembly_level_1,gpt-5.4-mini,Ball Bearing Assembly,2,1,Level 1 (Scale 6),6,75.0,75.0,47.0,53.0
ball_bearing_assembly_level_2,gpt-5.4-mini,Ball Bearing Assembly,2,2,Level 2 (Scale 12),12,86.0,86.0,63.0,68.0
ball_bearing_assembly_level_3,gpt-5.4-mini,Ball Bearing Assembly,2,3,Level 3 (Scale 20),20,91.0,91.0,72.0,77.0
clock_tower_mechanism_level_1,gpt-5.4-mini,Clock Tower Mechanism,3,1,Level 1 (Scale 4),6,50.0,45.0,23.0,26.0
clock_tower_mechanism_level_2,gpt-5.4-mini,Clock Tower Mechanism,3,2,Level 2 (Scale 12),6,30.0,26.0,8.0,11.0
clock_tower_mechanism_level_3,gpt-5.4-mini,Clock Tower Mechanism,3,3,Level 3 (Scale 24),6,19.0,15.0,2.0,5.0
gantry_crane_assembly_level_1,gpt-5.4-mini,Gantry Crane Assembly,3,1,Level 1 (Scale 2),8,47.0,28.0,19.0,18.0
gantry_crane_assembly_level_2,gpt-5.4-mini,Gantry Crane Assembly,3,2,Level 2 (Scale 4),12,48.0,48.0,20.0,25.0
gantry_crane_assembly_level_3,gpt-5.4-mini,Gantry Crane Assembly,3,3,Level 3 (Scale 6),16,48.0,31.0,20.0,20.0
cochlear_spiral_level_1,gpt-5.4-mini,Cochlear Spiral,4,1,Level 1 (Scale 12),25,89.0,54.0,77.0,66.0
cochlear_spiral_level_2,gpt-5.4-mini,Cochlear Spiral,4,2,Level 2 (Scale 24),49,94.0,55.0,87.0,73.0
cochlear_spiral_level_3,gpt-5.4-mini,Cochlear Spiral,4,3,Level 3 (Scale 36),73,96.0,55.0,91.0,76.0
radiolarian_skeleton_level_1,gpt-5.4-mini,Radiolarian Skeleton,4,1,Level 1 (Scale 1),54,98.0,71.0,77.0,74.0
radiolarian_skeleton_level_2,gpt-5.4-mini,Radiolarian Skeleton,4,2,Level 2 (Scale 2),204,100.0,50.0,81.0,69.0
radiolarian_skeleton_level_3,gpt-5.4-mini,Radiolarian Skeleton,4,3,Level 3 (Scale 3),390,48.0,29.0,19.0,19.0
spiral_staircase_level_1,gemini-3.1-flash-lite-preview,Spiral Staircase,1,1,Level 1 (Scale 10),11,100.0,45.0,43.0,55.0
spiral_staircase_level_2,gemini-3.1-flash-lite-preview,Spiral Staircase,1,2,Level 2 (Scale 24),25,100.0,42.0,37.0,51.0
spiral_staircase_level_3,gemini-3.1-flash-lite-preview,Spiral Staircase,1,3,Level 3 (Scale 50),51,100.0,41.0,35.0,50.0
cannonball_pyramid_level_1,gemini-3.1-flash-lite-preview,Cannonball Pyramid,1,1,Level 1 (Scale 3),10,100.0,92.0,97.0,96.0
cannonball_pyramid_level_2,gemini-3.1-flash-lite-preview,Cannonball Pyramid,1,2,Level 2 (Scale 4),20,100.0,100.0,100.0,100.0
cannonball_pyramid_level_3,gemini-3.1-flash-lite-preview,Cannonball Pyramid,1,3,Level 3 (Scale 5),35,100.0,100.0,100.0,100.0
voxel_grid_level_1,gemini-3.1-flash-lite-preview,Voxel Grid,1,1,Level 1 (Scale 2),8,100.0,60.0,100.0,88.0
voxel_grid_level_2,gemini-3.1-flash-lite-preview,Voxel Grid,1,2,Level 2 (Scale 3),27,100.0,60.0,100.0,88.0
voxel_grid_level_3,gemini-3.1-flash-lite-preview,Voxel Grid,1,3,Level 3 (Scale 4),64,100.0,60.0,100.0,88.0
domino_ring_level_1,gemini-3.1-flash-lite-preview,Domino Ring,1,1,Level 1 (Scale 5),14,93.0,55.0,77.0,74.0
domino_ring_level_2,gemini-3.1-flash-lite-preview,Domino Ring,1,2,Level 2 (Scale 10),30,100.0,53.0,79.0,75.0
domino_ring_level_3,gemini-3.1-flash-lite-preview,Domino Ring,1,3,Level 3 (Scale 20),47,78.0,33.0,56.0,54.0
dna_helix_level_1,gemini-3.1-flash-lite-preview,DNA Helix,1,1,Level 1 (Scale 5),15,100.0,78.0,100.0,93.0
dna_helix_level_2,gemini-3.1-flash-lite-preview,DNA Helix,1,2,Level 2 (Scale 10),30,100.0,74.0,100.0,92.0
dna_helix_level_3,gemini-3.1-flash-lite-preview,DNA Helix,1,3,Level 3 (Scale 20),60,100.0,74.0,100.0,92.0
suspension_bridge_level_1,gemini-3.1-flash-lite-preview,Suspension Bridge,2,1,Level 1 (Scale 5),13,100.0,26.0,100.0,78.0
suspension_bridge_level_2,gemini-3.1-flash-lite-preview,Suspension Bridge,2,2,Level 2 (Scale 10),2,7.0,7.0,0.0,4.0
suspension_bridge_level_3,gemini-3.1-flash-lite-preview,Suspension Bridge,2,3,Level 3 (Scale 20),2,4.0,4.0,0.0,2.0
planetary_array_level_1,gemini-3.1-flash-lite-preview,Planetary Array,2,1,Level 1 (Scale 6),7,100.0,100.0,100.0,100.0
planetary_array_level_2,gemini-3.1-flash-lite-preview,Planetary Array,2,2,Level 2 (Scale 12),13,100.0,100.0,100.0,100.0
planetary_array_level_3,gemini-3.1-flash-lite-preview,Planetary Array,2,3,Level 3 (Scale 18),19,100.0,79.0,92.0,90.0
